"CategoryID","CategoryName","Model","FileName","PageCount","Themes"
"01","Biography & Neurons","/01.glb","01_Adam_Smith_Full_250_Prompts_FINAL.md","0",""
"01","Biography & Neurons","/01.glb","01_Khoi_Nguon_Tho_Au_va_Hoc_Nghe_1723_1737.md","50"," Kirkcaldy 1723 — Tiếng Khóc Chào Đời Trong Sự Tĩnh Lặng | Gia đình — Di Sản Của Người Cha Quá Cố Adam Smith Sr. | Người mẹ — Margaret Douglas - Ngọn Hải Đăng Của Cuộc Đời | Kirkcaldy — Thị Trấn Cảng Và Những Nhịp Điệu Thương Mại Đầu Tiên | Giáo dục — Trường Trung Học Kirkcaldy Và Những Bài Học Đầu Đời | Trí tuệ — Sự Chớm Nở Của Tư Duy Độc Lập | Sức khỏe — Cậu Bé Mảnh Mai Và Khát Khao Khám Phá | Bắt cóc — Biến Cố Ly Kỳ: Adam Smith Và Những Người Di Cư | Ký ức — Kirkcaldy - Nơi Lưu Giữ Những Ấn Tượng Đạo Đức | Ngôn ngữ — Sự Say Mê Với Các Tác Phẩm Latin Và Hy Lạp | Toán học — Sự Logic Hóa Thế Giới Qua Các Con Số | Xã hội — Cấu Trúc Giai Cấp Tại Scotland Thế Kỷ 18 | Khai sáng — Những Luồng Gió Mới Từ Glasgow Và Edinburgh | Bạn bè — Những Mối Quan Hệ Thuở Thiếu Thời | Sách vở — Thư Viện Nhỏ Và Những Chuyến Du Hành Tâm Tưởng | Tôn giáo — Ảnh Hưởng Của Giáo Hội Scotland Đến Đạo Đức | Thương mại — Quan Sát Các Hoạt Động Của Cảng Kirkcaldy | Kinh tế — Những Khái Niệm Sơ Khai Về Giá Trị Và Trao Đổi | Thấu cảm — Sự Hình Thành Những Cảm Xúc Đạo Đức Đầu Tiên | Quan sát — Khả năng Tập Trung Cao Độ Và Sự Đãng Trí Thiên Tài | Glasgow — Viễn Cảnh Về Việc Nhập Học Tại Đại Học Glasgow | Trí tuệ — Sự Chuẩn Bị Cho Những Cuộc Tranh Luận Lớn | Văn hóa — Phong Tục Tập Quán Người Dân Vùng Lowland | Lịch sử — Scotland Trong Liên Minh Với Anh (1707) | Chính trị — Ảnh Hưởng Của Chủ Nghĩa Whig Đến Gia Đình Smith | Phòng làm việc — Bàn Học Đầu Tiên Và Những Bản Thảo Sơ Khai | Thâm trầm — Sự Hình Thành Tính Cách Trầm Lặng Và Sâu Sắc | Thiên nhiên — Bờ Biển Fife Và Những Suy Tư Về Sự Vĩnh Hằng | Gia tộc — Ảnh Hưởng Từ Họ Hàng Bên Ngoại Douglas | Di sản — Mầm Mống Của 'Thuyết Tình Cảm Đạo Đức' Trong Thơ Ấu | Toán học — Sự Giao Thoa Giữa Hình Học Và Logic Triết Học | Hy Lạp cổ — Plato Và Aristotle - Những Người Thầy Đầu Tiên | Học thuật — Khát Khao Vượt Qua Biên Giới Một Thị Trấn Nhỏ | Kirkcaldy — Những Buổi Chiều Đi Bộ Dọc Bãi Biển | Tư duy — Sự Hình Thành Khái Niệm 'Người Quan Sát Vô Tư' | Sự thật — Khát Vọng Tìm Kiếm Quy Luật Của Tự Nhiên | Cảm xúc — Mối Liên Kết Thiêng Liêng Với Người Mẹ | Lao động — Quan Sát Những Người Thợ Thủ Công Tại Kirkcaldy | Thị trường — Phiên Chợ Kirkcaldy Và Những Quy Luật Ngầm | Khai sáng — Tầm Ảnh Hưởng Của Francis Hutcheson | Trí tuệ — Kỹ Năng Đọc Hiểu Và Ghi Nhớ Siêu Phàm | Ngôn từ — Sự Tinh Tế Trong Cách Sử Dụng Tiếng Anh | Đạo đức — Sự Phân Biệt Giữa Cái Đúng Và Cái Sai | Kinh nghiệm — Tri Thức Đến Từ Thực Tiễn Và Sách Vở | Dự định — Giấc Mơ Về Một Sự Nghiệp Học Thuật Lừng Lẫy | Hành trang — Những Cuốn Sách Kinh Điển Trước Khi Rời Nhà | Tạm biệt — Lời Chia Tay Kirkcaldy Để Đến Glasgow | Glasgow 1737 — Cánh Cửa Đại Học Rộng Mở Đón Chờ Thiên Tài | Kỳ vọng — Áp Lực Và Động Lực Từ Sự Kỳ Vọng Của Gia Đình | Kết thúc — Khép Lại Chương Đầu - Mở Ra Kỷ Nguyên Mới"
"01","Biography & Neurons","/01.glb","02_Adam_Smith_Full_250_Prompts_FINAL.md","0",""
"01","Biography & Neurons","/01.glb","02_Hanh_Trinh_Tai_Oxford_va_Su_Co_Doc_Tri_Tue_1737_1746.md","50","Học bổng — Snell Exhibition - Cánh Cửa Dẫn Đến Oxford | Balliol College — Sự Chào Đón Lạnh Lẽo Của Oxford | Thư viện — Bodleian - Thiên Đường Trong Sự Cô Độc | Giáo dục — Sự Chỉ Trích Các Giáo Sư Oxford | Hy Lạp cổ — Đọc Plato Và Aristotle Trong Sự Âm Thầm | Văn chương — Sự Say Mê Các Tác Phẩm Kinh Điển | Triết học Pháp — Sự Tiếp Cận Đầu Tiên Với Voltaire | Sức khỏe — Những Cơn Đau Đầu Và Chứng Đãng Trí | Cô độc — Balliol College Như Một Nhà Tù Trí Tuệ | Tư duy — Sự Hình Thành Những Lập Luận Về Tự Do | Ngôn ngữ — Sự Tinh Luyện Tiếng Anh Giữa Lòng Nước Anh | Chính trị — Sự Đối Lập Giữa Scotland Và Anh Tại Oxford | Tôn giáo — Phản Kháng Chống Lại Chủ Nghĩa Giáo Điều | Học thuật — Tự Học Là Con Đường Duy Nhất | Bản thảo — Những Ghi Chép Sơ Khai Về Luật Pháp | Thư từ — Liên Lạc Với Gia Đình Tại Kirkcaldy | Khám phá — Sự Quan Sát Cấu Trúc Xã Hội Anh | Kinh tế — Suy Tư Về Sự Khác Biệt Giữa Giàu Và Nghèo | Đạo đức — Sự Hình Thành Nền Tảng Cho 'Sympathy' | Học thuật — Sự Chán Ghét Các Kỳ Thi Vô Nghĩa | Trí tuệ — Khả Năng Phê Phán Và Hoài Nghi Khoa Học | Văn hóa — Sự Va Chạm Giữa Bản Sắc Scotland Và Oxford | Oxford — Những Buổi Chiều Đi Bộ Dọc Sông Isis | Tâm lý — Nỗi Nhớ Nhà Và Sự Kiên Định Trí Tuệ | Khai sáng — Ánh Sáng Từ Những Cuốn Sách Cấm | Kỹ năng — Sự Tích Lũy Kiến Thức Bách Khoa | Học phái — Sự Đối Nghịch Với Chủ Nghĩa Kinh Viện | Công lý — Những Ý Tưởng Đầu Tiên Về Quyền Tự Do | Bản sắc — Adam Smith - Một Người Scotland Tại Oxford | Thành tựu — Sự Hoàn Thiện Vốn Từ Vựng Uyên Bác | Toán học — Sự Ứng Dụng Logic Vào Triết Học Đạo Đức | Lịch sử — Nghiên Cứu Về Sự Sụp Đổ Của Các Đế Chế | Tri thức — Sự Kết Nối Giữa Quá Khứ Và Hiện Tại | Cảm xúc — Nỗi U Sầu Và Sự Thăng Hoa Của Trí Tuệ | Bản thảo — Những Bản Thảo Về Thiên Văn Học Sơ Khai | Học thuật — Sự Khinh Miệt Những Kẻ Lười Biếng Trí Tuệ | Thời gian — Sáu Năm Dài Đằng Đẵng Tại Balliol | Nhân bản — Sự Tôn Vinh Phẩm Giá Cá Nhân | Hành trình — Những Chuyến Đi Trở Về Scotland | Quyết định — Rời Bỏ Oxford Không Chút Hối Tiếc | Trái tim — Sự Đồng Cảm Với Những Người Yếu Thế | Học thuật — Di Sản Của Oxford Trong Tâm Trí Smith | Tương lai — Chuẩn Bị Cho Những Bài Giảng Tại Edinburgh | Hockney — Sự Phát Triển Óc Quan Sát Thị Giác | Toán học — Sự Chính Xác Của Một Nhà Khoa Học | Logic — Nền Tảng Cho Mọi Sự Lập Luận | Kế hoạch — Trở Về Scotland Với Một Kho Tàng Kiến Thức | Kết thúc — Khép Lại 6 Năm Rèn Luyện Gian Khổ | Di sản — Oxford Vô Tình Tạo Nên Một Thiên Tài | Chào biệt — Tạm Biệt Oxford - Hướng Về Edinburgh"
"01","Biography & Neurons","/01.glb","03_Adam_Smith_Full_250_Prompts_FINAL.md","0",""
"01","Biography & Neurons","/01.glb","03_Cuoc_Cach_Mang_Tu_Tuong_tai_Edinburgh_1746_1751.md","50"," Lord Kames — Mối Quan Hệ Bảo Trợ Và Tầm Nhìn Chiến Lược | Diễn thuyết — Những Buổi Tối Tại Hội Học Thuật Edinburgh | Tu từ học — Nghệ Thuật Của Sự Thuyết Phục Và Ngôn Từ | Văn chương — Sự Phân Tích Các Tác Phẩm Kinh Điển | Xã hội — Sự Trỗi Dậy Của Tầng Lớp Trí Thức Edinburgh | Khai sáng — Scotland Trở Thành Trung Tâm Trí Tuệ Châu Âu | Luật pháp — Giai Đoạn Sơ Khai Của Các Bài Giảng Về Tư Pháp | Kinh tế — Những Suy Ngẫm Về Thương Mại Tự Do | Mối quan hệ — Sự Gặp Gỡ Với Những Trí Tuệ Lớn Của Thời Đại | Phong cách — Sự Hình Thành Lối Diễn Đạt Tự Nhiên Và Sắc Sảo | Khán giả — Sự Ngưỡng Mộ Từ Giới Luật Sư Và Sinh Viên | Trí tuệ — Khả Năng Hệ Thống Hóa Các Kiến Thức Rời Rạc | Edinburgh — Thành Phố Của Những Ngôi Nhà Cao Tầng Và Tri Thức | Cảm hứng — Từ Sách Vở Đến Diễn Đàn Công Cộng | Tư duy — Sự Phản Biện Chống Lại Chủ Nghĩa Giáo Điều | Văn hóa — Sự Lan Tỏa Của Các Giá Trị Khai Sáng | Thành công — Danh Tiếng Vang Xa Khắp Scotland | Bản thảo — Những Ghi Chép Đầu Tiên Về Sự Tiến Hóa Xã Hội | Công lý — Sự Kết Nối Giữa Đạo Đức Và Pháp Luật | Lao động — Giá Trị Của Sự Nỗ Lực Trí Tuệ | Ngôn ngữ — Sự Tinh Tế Trong Phê Bình Văn Học | Lịch sử — Sự Nhìn Nhận Về Tiến Trình Văn Minh | Tự do — Quyền Được Nói Và Được Lắng Nghe | Học thuật — Sự Chuyển Mình Từ Người Học Sang Người Dạy | Gia đình — Sự Ủng Hộ Tuyệt Đối Từ Người Mẹ Margaret | Tài chính — Sự Độc Lập Kinh Tế Đầu Tiên Từ Các Bài Giảng | Kỷ niệm — Edinburgh Trong Những Ngày Đông Giá Lạnh | Cống hiến — Nỗ Lực Không Ngừng Nghỉ Vì Tri Thức | Tầm nhìn — Xây Dựng Một Hệ Thống Triết Học Toàn Diện | Xã hội học — Những Quan Sát Về Hành Vi Con Người | Chính trị — Sự Tương Tác Giữa Quyền Lực Và Dân Trí | Khoa học — Phương Pháp Thực Nghiệm Trong Triết Học | Thẩm mỹ — Về Cái Đẹp Trong Văn Chương Và Cuộc Sống | Đối thoại — Những Cuộc Tranh Luận Tại Các Câu Lạc Bộ | Sáng tạo — Sự Đột Phá Trong Cách Tiếp Cận Vấn Đề | Nhân văn — Con Người Là Trung Tâm Của Mọi Nghiên Cứu | Hành trình — Sự Chuẩn Bị Cho Vị Trí Tại Glasgow | Danh tiếng — Được Công Nhận Là Một Nhà Tư Tưởng Lớn | Tri thức — Sự Kết Nối Giữa Lý Thuyết Và Thực Tiễn | Cảm xúc — Niềm Vui Của Sự Chia Sẻ Kiến Thức | Edinburgh 1750 — Đỉnh Cao Của Các Bài Giảng Tu Từ | Học thuật — Di Sản Của Những Buổi Diễn Thuyết | Lý thuyết — Sự Hình Thành Khái Niệm Phân Công Lao Động | Phê bình — Sự Khắt Khe Với Bản Thân Trong Viết Lách | Tương lai — Vẫy Chào Edinburgh Để Đến Glasgow | Thành tựu — Hoàn Tất Giai Đoạn Bản Lề Của Sự Nghiệp | Ghi chép — Tầm Quan Trọng Của Việc Lưu Trữ Tư Tưởng | Edinburgh — Mảnh Đất Mầu Mỡ Cho Thiên Tài Nảy Nở | Kết thúc — Khép Lại Giai Đoạn Edinburgh Rực Rỡ | Di sản — Mãi Mãi Là Một Phần Của Khai Sáng Scotland"
"01","Biography & Neurons","/01.glb","04_Adam_Smith_Full_250_Prompts_FINAL.md","0",""
"01","Biography & Neurons","/01.glb","04_Thanh_Tuu_Ruc_Ro_tai_Dai_hoc_Glasgow_1751_1764.md","50","Glasgow — Sự Trở Lại Trường Cũ Với Tư Thế Mới | Giáo sư — Từ Logic Đến Triết Học Luân Lý | Học thuật — Sự Cải Cách Phương Pháp Giảng Dạy | Thấu cảm — Sự Chớm Nở Của 'Theory of Moral Sentiments' | David Hume — Mối Hữu Nghị Vĩ Đại Nhất Lịch Sử Triết Học | Sinh viên — Sự Ngưỡng Mộ Và Những Ghi Chép Bài Giảng | Diễn thuyết — Sức Hút Của Những Bài Giảng Về Đạo Đức | Glasgow — Thương Cảng Sầm Uất Và Các Nhà Buôn Thuốc Lá | Xã hội học — Những Quan Sát Về Hành Vi Giao Thương | Kinh tế — Bài Giảng Về Sự Phân Công Lao Động Đầu Tiên | Đạo đức — Khái Niệm 'Người Quan Sát Vô Tư' Ra Đời | Luật pháp — Giai Đoạn Hoàn Thiện Các Bài Giảng Về Jurisprudence | Thương mại — Ảnh Hưởng Của Kinh Tế Thực Tế Lên Tư Duy | Ấn phẩm — Năm 1759 - Thế Giới Đón Nhận 'Moral Sentiments' | Phản hồi — Sự Công Nhận Từ Giới Hàn Lâm Châu Âu | Học thuật — Glasgow Trở Thành Kinh Đô Của Triết Học Đạo Đức | Logic học — Nền Tảng Của Sự Lập Luận Chặt Chẽ | Trí tuệ — Khả Năng Kết Nối Đạo Đức Và Kinh Tế | Di sản — Glasgow Trong Tim Adam Smith | Hành chính — Vị Trí Hiệu Trưởng (Dean of Faculties) | Câu lạc bộ — Political Economy Club Tại Glasgow | Hội nhóm — Sự Tương Tác Với Các Thương Nhân Giàu Có | Tri thức — Sự Hình Thành Những Chương Đầu Của 'Quốc Phú Luận' | Bản thảo — Ghi Chép Về Sự Thịnh Vượng Của Các Quốc Gia | Chính trị — Sự Nhìn Nhận Về Quyền Lực Và Tự Do Kinh Tế | Gia đình — Cuộc Sống Ổn Định Tại Glasgow Cùng Mẹ | Sức khỏe — Sự Cống Hiến Quên Mình Cho Công Việc | Tính cách — Sự Đãng Trí Của Một Bậc Thầy Trí Tuệ | Học thuật — Sự Đổi Mới Giáo Trình Đại Học | Tầm nhìn — Xây Dựng Một Hệ Thống Bách Khoa Toàn Thư | Thương học — Lý Thuyết Về Giá Trị Và Giá Cả Sơ Khai | Lịch sử — Nghiên Cứu Về Cấu Trúc Xã Hội Loài Người | Mối quan hệ — Ảnh Hưởng Của Hume Đến Tư Duy Hoài Nghi | Tri thức — Sự Thống Nhất Giữa Lý Thuyết Và Thực Tiễn | Cảm xúc — Nghệ Thuật Của Sự Thấu Cảm Toàn Cầu | Chứng chỉ — Danh Hiệu Giáo Sư Xuất Sắc Nhất Glasgow | Kết nối — Tương Tác Với Edmund Burke | Danh tiếng — Lữ Khách Châu Âu Tìm Đến Để Học Hỏi Smith | Hành trình — Chuẩn Bị Rời Glasgow Để Du Hành | Quyết định — Chấp Nhận Lời Mời Từ Charles Townshend | Từ biệt — Buổi Chia Tay Đầy Tiếc Nuối Tại Glasgow | Di sản — Thập Kỷ Hưng Thịnh Nhất Của Trí Tuệ Smith | Glasgow 1764 — Mảnh Đất Của Những Phát Kiến Vĩ Đại | Trái tim — Sự Gắn Bó Sâu Sắc Với Giảng Đường | Trí tuệ — Khả Năng Tổng Hợp Siêu Cấp | Văn hóa — Ảnh Hưởng Của Smith Đến Tầng Lớp Trung Lưu | Khai sáng — Ánh Sáng Từ Glasgow Lan Tỏa Khắp Thế Giới | Sáng tạo — Sự Đột Phá Trong Phân Tích Đạo Đức | Kết thúc — Khép Lại 13 Năm Giảng Dạy Lừng Lẫy | Di sản — Mãi Mãi Là Giáo Sư Kính Yêu Của Glasgow"
"01","Biography & Neurons","/01.glb","05_Adam_Smith_Full_250_Prompts_FINAL.md","0",""
"01","Biography & Neurons","/01.glb","05_Chuyen_Du_Hanh_Chau_Au_va_Su_Mo_Mang_Tam_Nhin_1764_1766.md","50","Toulouse — Điểm Dừng Chân Đầu Tiên Và Sự Tĩnh Lặng | Công tước — Mối Quan Hệ Với Henry Scott - Công Tước Buccleuch | Voltaire — Cuộc Gặp Gỡ Lịch Sử Tại Geneva | Physiocrats — Francois Quesnay Và Học Thuyết Trọng Nông | Paris — Kinh Đô Ánh Sáng Và Những Buổi Salon Hội Ngộ | Turgot — Sự Trao Đổi Tư Tưởng Với Nhà Kinh Tế Tài Ba | Kinh tế — Sự Phê Phán Chủ Nghĩa Trọng Thương Châu Âu | Quan sát — Hệ Thống Thuế Khác Biệt Giữa Pháp Và Anh | Lao động — Sự Khác Biệt Giữa Nông Nghiệp Và Công Nghiệp | Di sản — Sự Hình Thành Ý Tưởng Về 'Bàn Tay Vô Hình' | Geneva — Tự Do Tôn Giáo Và Chính Trị Tại Thụy Sĩ | Abbé Morellet — Những Cuộc Thảo Luận Về Tự Do Thương Mại | Thư từ — Báo Cáo Tiến Độ Chuyến Đi Cho Gia Đình | Sức khỏe — Biến Cố Tại Compiègne Và Cái Chết Của Hew Scott | Tâm lý — Sự Chán Nản Và Tập Trung Vào Viết Lách Tại Toulouse | Văn hóa — Nghiên Cứu Về Nghệ Thuật Và Phong Tục Pháp | Học thuật — Sự Tiếp Cận Nguồn Tư Liệu Pháp Ngữ Dồi Dào | Tri thức — Sự Va Chạm Giữa Scotland Và Lục Địa | Thương mại — Hệ Thống Phân Phối Sản Phẩm Tại Paris | Triết học — Sự Lan Tỏa Của Các Tư Tưởng Khai Sáng Pháp | David Hume — Thư Từ Trao Đổi Về Voltaire | Physiocrats — Tableau Économique Và Ảnh Hưởng Đến Smith | Chính trị — Sự Suy Tàn Của Chế Độ Quân Chủ Pháp | Xã hội — Giai Cấp Nông Dân Pháp Và Sự Khổ Cực | Thế giới quan — Adam Smith Trở Thành Công Dân Thế Giới | Ngôn ngữ — Sự Tinh Luyện Khả Năng Pháp Ngữ | Hành trình — Những Chặng Đường Bằng Xe Ngựa Xuyên Châu Âu | Kỷ niệm — Những Buổi Chiều Thảo Luận Tại Versailles | Tầm nhìn — Sự Liên Kết Giữa Các Hệ Thống Kinh Tế | Pháp luật — Sự Phân Tích So Sánh Luật Pháp Các Quốc Gia | Lịch sử — Sự Xuất Hiện Của Những Mầm Mống Cách Mạng | Tiền tệ — Quan Sát Hệ Thống Tài Chính Paris | Xây dựng — Sự Hình Thành Đề Cương Chi Tiết 'Quốc Phú Luận' | Đối thoại — Mối Quan Hệ Với Giới Trí Thức Lục Địa | Sáng tạo — Biến Những Quan Sát Thành Lý Thuyết Kinh Điển | Nhân văn — Sự Thấu Cảm Với Nỗi Đau Của Người Nghèo Pháp | Hành trình — Chuyến Đi Trở Về London Và Scotland | Danh tiếng — Sự Công Nhận Từ Giới Học Giả Pháp | Tri thức — Sự Tổng Hợp Toàn Cầu Các Tư Tưởng | Cảm xúc — Nỗi Buồn Và Sự Trưởng Thành Sau Chuyến Đi | Paris 1766 — Những Ngày Cuối Cùng Tại Pháp | Học thuật — Di Sản Của Grand Tour | Lý thuyết — Sự Phản Biện Học Thuyết Physiocracy | Phê bình — Sự Khác Biệt Giữa 'Đất Đai' Và 'Lao Động' | Tương lai — Rời Bỏ Châu Âu Hướng Về Kirkcaldy | Thành tựu — Mang Toàn Bộ Dòng Chảy Tri Thức Về Quê Nhà | Ghi chép — Những Cuốn Sổ Tay Đầy Ắp Dữ Liệu Thực Tế | Châu Âu — Mảnh Gương Soi Rọi Tư Tưởng Adam Smith | Kết thúc — Khép Lại 2 Năm Du Hành Huyền Thoại | Di sản — Kiến Tạo Một Tầm Nhìn Thế Giới Mới"
